-2.43032,7.96524,3.06567,-1.9277284385896951,4.865846982546739,809.5679790866407,606.1770747693006,365.8621026772512
-2.43102,7.72285,3.13369,-1.9159040251465627,5.142855274565983,809.15025708899,606.6758661307585,354.10014646387435
-2.42872,7.69591,3.12977,-1.9277789323525807,5.172319419382445,809.3380866577908,606.1749447669804,352.8484866176712
-2.42798,7.68563,3.12351,-1.9277813427290025,5.178195242922743,809.2503080606485,606.1748430889268,352.59886313669506
-2.42761,7.68512,3.1154,-1.9337086262307777,5.178194956556433,810.4726416672213,605.9248088013964,352.59887530255037
-2.42707,7.6876,3.10633,-1.945574048334275,5.172322102961428,808.8387571121729,605.4242770656646,352.8483726118464
-2.42631,7.68884,3.09375,-1.9396342267256586,5.172309468114816,809.4522169559436,605.674843763321,352.8489093749139
-2.42638,7.68831,3.08489,-1.9515011460496727,5.172316494281744,807.654872222105,605.1742453562864,352.8486108840026
-2.42742,7.68786,3.07936,-1.95743159648914,5.172314435230097,808.4663840169876,604.924070449765,352.84869835818495
-2.42873,7.68869,3.07171,-1.951501768194409,5.160528404559449,809.4086557027166,605.1742191113235,353.3493920694857
-2.4316,7.69182,3.06727,-1.9574273772673032,5.154642503401109,808.3934445336678,604.924248437452,353.59942973325917
-2.43488,7.69649,3.06194,-1.9515002643592039,5.1546481824574935,809.5508844431861,605.1742825500972,353.59918848475684
-2.43803,7.70201,3.05783,-1.9455718518687994,5.14875650026047,808.6014266168062,605.424369722157,353.8494670950339
-2.44064,7.7056,3.05503,-1.9514946718556663,5.136959328381617,807.4182937899366,605.1745184679451,354.35059692211564
-2.44188,7.70998,3.05328,-1.9455662078796168,5.13696582069931,807.7293246210077,605.4246078102329,354.3503211412893
-2.44322,7.71241,3.05231,-1.9514967362520081,5.1310653718127925,807.2700751139779,605.174431382092,354.60095823328226
-2.44391,7.71333,3.05002,-1.9514967362520081,5.1310653718127925,807.2700751139779,605.174431382092,354.60095823328226
-2.44405,7.71338,3.04839,-1.9455707329177712,5.136963167933358,808.1637757763968,605.424416924391,354.3504338255456
-2.44447,7.71283,3.04556,-1.9514935181380086,5.125185376088606,807.6063301835799,605.1745671371294,354.8507219121129
-2.44519,7.71196,3.04425,-1.9514935181380086,5.125185376088606,807.6063301835799,605.1745671371294,354.8507219121129
-2.44622,7.71036,3.04392,-1.9514947993640854,5.131077680588449,807.3628068087298,605.1745130890461,354.60043539047547
-2.44764,7.70837,3.0442,-1.9455680001920381,5.125190146280293,808.5769997166502,605.4245322026793,354.8505192912746
-2.44923,7.70576,3.0454,-1.933697620292045,5.131061313005569,808.4478789922542,605.925273073374,354.6011306402028
-2.45102,7.70313,3.04599,-1.9396296682122194,5.131081048216974,809.1592629265896,605.6750360599448,354.6002923429098
-2.45273,7.70134,3.04669,-1.9396478621353435,5.136973163326228,807.0103750685374,605.6742685663165,354.35000924100075
-2.45446,7.7003,3.04755,-1.9337058202033626,5.131079518554849,807.5544626603534,605.9249271702093,354.6003573187355
-2.45578,7.70027,3.0481,-1.933702475443165,5.13108131101323,807.9549682977375,605.9250682648012,354.6002811800501
-2.45671,7.70115,3.04766,-1.9277733028797117,5.1192941468039255,809.1282494676908,606.1751822377075,355.1009581461184
-2.45837,7.70155,3.04663,-1.921839384765484,5.11929796154874,808.7666305571573,606.4254946506929,355.1007961122645
-2.45934,7.70078,3.0443,-1.9218397175673247,5.131068896791398,808.8346465535196,606.4254806120526,354.6008085019252
-2.46059,7.69715,3.04136,-1.9277736326403736,5.131065087567708,809.2010507288293,606.175168327257,354.60097030722847
-2.46165,7.69088,3.0389,-1.9277736326403736,5.131065087567708,809.2010507288293,606.175168327257,354.60097030722847
-2.46246,7.68318,3.03475,-1.9277728709285018,5.14286137114078,807.1606237643555,606.1752004589105,354.0998874886303
